ID,group,z,L(6um),Lx(0.5-10)int,Lx(0.5-10)obs,Lx_limit
352012,RED,1.4855,44.38260289478612,nan,nan,42.815994
351929,RED,1.5087,44.006315041177835,nan,nan,43.676126
352947,RED,1.6324,44.71918282387141,nan,nan,42.93515
354213,RED,1.6347,44.51587977805181,nan,nan,42.941755
354871,RED,3.1138,44.91620322449444,nan,nan,43.599672
356643,RED,1.1317,42.76265207999827,nan,nan,42.548913
356973,RED,1.8353,45.04378498740997,nan,nan,43.017918
357444,RED,1.339,43.74316046851259,nan,nan,42.730241
359584,RED,2.627,44.6849250018868,nan,nan,42.07781
360003,RED,1.6555,44.79331363605745,nan,nan,42.830733
361365,RED,2.0865,44.43391900103676,nan,nan,43.17123
361844,RED,2.7174,45.01296016293683,nan,nan,43.524352
362846,RED,2.4227,45.184602075382216,nan,nan,43.354309
363407,RED,1.7094,43.95268636638203,nan,nan,42.908305
366352,RED,1.1517,44.53727619931995,nan,nan,42.62105
367234,RED,1.7191,45.1615250220698,nan,nan,41.851672
370490,RED,0.934,43.62416731839372,42.90599822998047,42.90599822998047,nan
371377,RED,1.3701,45.29298231003336,nan,nan,42.690067
372919,RED,3.4913,43.634232322491535,nan,nan,43.73513
374655,RED,3.9903,45.64457429080712,nan,nan,43.793662
375204,RED,1.2343,44.090364397607885,nan,nan,42.575546
378815,RED,0.66,43.8607205407376,42.90749253316995,42.65800094604492,nan
380494,RED,0.394,42.825229080091106,42.38484201699301,42.22100067138672,nan
379110,RED,2.8422,44.53644849468185,nan,nan,42.221001
381942,RED,2.2061,44.092244436141414,nan,nan,43.340994
383334,RED,2.0933,44.867446655184,nan,nan,43.247467
389479,RED,1.8841,44.50649787247599,nan,nan,43.12813
391780,RED,0.3372,43.38355516792111,nan,nan,41.049116
392551,RED,4.2422,45.92827490503961,nan,nan,43.893566
395780,RED,2.5862,44.66693674223331,nan,nan,43.433252
396322,RED,2.8342,45.00980550295961,nan,nan,39.264317
398483,RED,3.1838,45.581309030518504,nan,nan,39.464503
398986,RED,1.9794,44.7383182595837,nan,nan,43.160623
399890,RED,1.7847,43.70304188659993,nan,nan,41.544869
401271,RED,0.5745,42.56100921715196,nan,nan,42.033051
402222,RED,0.753,44.89203426792885,nan,nan,42.110949
402379,RED,2.1346,45.096868546228436,nan,nan,43.212595
403459,RED,1.9062,44.67497846461754,nan,nan,43.202409
404550,RED,3.6732,45.467762315243974,nan,nan,43.779351
406283,RED,0.7702,42.72222849289753,nan,nan,43.232667
406312,RED,2.6345,43.80314639396259,nan,nan,42.325801
408892,RED,3.2302,45.39615203481877,nan,nan,43.442912
410459,RED,2.2219,45.07766673144542,nan,nan,43.262055
411095,RED,0.969,45.081021012572315,42.99800109863281,42.99800109863281,nan
411456,RED,2.8543,44.036003396720005,nan,nan,42.629924
410490,RED,1.2175,44.10866941963801,nan,nan,42.998001
413145,RED,2.6918,45.177691978634016,nan,nan,43.52807
415894,RED,2.2957,45.17213404390513,nan,nan,43.181729
417645,RED,0.66,44.757244574159174,nan,nan,41.97044
418665,RED,1.3219,43.71271669064674,nan,nan,43.281187
420753,RED,2.7238,45.378918470022626,nan,nan,43.516874
421977,RED,2.6721,44.839168564144785,nan,nan,41.085355
423114,RED,1.8704,44.11347904883226,nan,nan,43.247467
423620,RED,3.1207,44.810197082684155,nan,nan,43.57519
424758,RED,0.3728,43.67196319322624,nan,nan,41.338779
425969,RED,3.2926,44.95246409365921,nan,nan,43.650194
426235,RED,2.3268,45.3345421216249,nan,nan,43.490254
430033,RED,4.5875,45.59050030762462,nan,nan,44.032204
434118,RED,0.3755,44.9795632906083,nan,nan,43.557329
432776,RED,3.0938,44.72286335039681,nan,nan,41.280679
436688,RED,0.565,43.681781891709946,42.4640007019043,42.4640007019043,nan
436694,RED,2.2218,44.926953684589655,nan,nan,42.762728
439937,RED,2.257,45.03700578532087,nan,nan,43.257215
441206,RED,2.6884,45.30594147443875,nan,nan,43.41838
441615,RED,3.1887,45.13652879885083,nan,nan,43.643604
441945,RED,1.3138,44.047470596804395,nan,nan,42.415559
444473,RED,2.1263,44.875642694274276,nan,nan,42.999392
445389,RED,1.0683,44.61893253448603,nan,nan,42.478348
446438,RED,2.929,44.507388091657205,nan,nan,43.606558
450233,RED,1.6996,44.39463920496302,nan,nan,42.852462
450661,RED,2.3419,45.14582291602222,nan,nan,43.516874
453243,RED,0.358,43.13952017146475,nan,nan,41.333104
453918,RED,2.7511,45.18993953713923,nan,nan,43.401687
455355,RED,2.0794,45.0660357845508,nan,nan,43.17123
457348,RED,2.1596,44.627797872342576,nan,nan,43.181729
459149,RED,3.1057,45.28000050949094,nan,nan,43.553718
464014,RED,2.9093,45.12924667786012,nan,nan,43.539142
466118,RED,2.3939,44.16599555577717,nan,nan,43.351616
466186,RED,0.4798,43.81741736376359,nan,nan,41.656715
467878,RED,2.6052,45.0753705058022,nan,nan,43.446943
469153,RED,1.3338,44.63978867652645,nan,nan,42.722975
475206,RED,0.43,42.56807294279633,nan,nan,40.754128
478338,RED,3.1467,44.34918678585905,nan,nan,43.726044
482650,RED,0.6974,42.89054743225512,nan,nan,43.12813
483000,RED,1.8265,45.14782495281845,nan,nan,43.077384
485106,RED,0.066,42.4535325258358,42.79484567910239,41.887001037597656,nan
485550,RED,2.3641,45.09225054059649,nan,nan,41.677805
484342,RED,1.5765,44.028102797875185,nan,nan,41.887001
487846,RED,1.4253,44.53398214456704,nan,nan,42.785885
489601,RED,0.842,45.25251943843368,nan,nan,42.120842
489390,RED,0.7753,44.92213134497711,nan,nan,42.215211
491658,RED,1.2441,43.99042260105146,nan,nan,43.52807
492525,RED,0.37,44.109044906111244,42.08971393420153,41.95600128173828,nan
500105,RED,2.7647,44.846634727436644,nan,nan,43.531774
500354,RED,1.9351,44.79998683358789,nan,nan,43.149906
502020,RED,2.6281,44.70179915673316,nan,nan,43.438865
503996,RED,0.9708,44.12916715738109,nan,nan,42.348939
509017,RED,2.7956,44.98192295262043,nan,nan,43.539142
509367,RED,3.1663,45.54027280830902,nan,nan,43.729082
512397,RED,2.1661,44.85774627371328,nan,nan,43.094578
515190,RED,3.9816,44.53107987595806,nan,nan,43.911377
520863,RED,1.2046,44.60248649318164,nan,nan,42.62105
520908,RED,3.5905,45.02402739634616,nan,nan,43.838112
521987,RED,1.6971,45.34597707237912,nan,nan,41.496804
524890,RED,3.0142,44.60091657569054,nan,nan,43.560927
526158,RED,4.1102,44.61639661386798,nan,nan,44.792283
530898,RED,2.8831,45.84586359844948,nan,nan,43.672921
534284,RED,0.85,44.365077670486535,nan,nan,42.175745
534652,RED,2.4457,44.51888929037448,nan,nan,43.374263
536362,RED,1.4764,43.31372192690045,nan,nan,42.673226
536268,RED,1.2563,44.69307631669154,nan,nan,42.961323
539350,RED,1.0114,43.62216176023551,nan,nan,42.42777
541777,RED,1.7268,44.39751973956696,nan,nan,42.961323
541867,RED,2.602,44.55570429771311,nan,nan,43.568084
541957,RED,2.7038,45.008820655012435,nan,nan,40.754128
542444,RED,1.2514,45.03052316985192,nan,nan,42.629924
542937,RED,2.0593,44.82380694484594,nan,nan,43.332019
543250,RED,0.2886,43.00659068624495,nan,nan,42.389616
543209,RED,0.9762,43.54145666391702,nan,nan,40.847045
544316,RED,0.353,45.007295334024036,41.89484415322348,42.32099914550781,nan
546422,RED,2.2036,44.617100776581914,nan,nan,41.471974
547199,RED,0.9441,43.531574234782575,nan,nan,42.240762
548204,RED,1.4253,44.41534397587159,nan,nan,43.37612
543297,RED,2.5232,44.47698088667404,nan,nan,42.320999
556195,RED,2.4783,44.20155997958986,nan,nan,43.322964
558207,RED,1.7721,44.463629579022225,nan,nan,43.17123
560724,RED,2.1312,45.426821674705145,nan,nan,42.558682
560406,RED,3.5008,44.90967220608607,nan,nan,43.186938
560439,RED,1.142,44.628869447979355,nan,nan,43.827186
566537,RED,2.6207,45.01842838074229,nan,nan,43.52807
569840,RED,1.0255,44.724580269417416,nan,nan,42.442687
573530,RED,1.7847,45.03966405793824,nan,nan,43.011779
577243,RED,2.6266,44.90821225271885,nan,nan,43.393237
580386,RED,1.4706,44.56329767021065,nan,nan,42.901484
582580,RED,2.5246,45.735748390844165,nan,nan,43.458941
587450,RED,2.5449,45.57098231846384,nan,nan,43.336516
589289,RED,3.3559,44.7381130685874,nan,nan,39.769222
589074,RED,0.1582,41.33899367298857,nan,nan,43.726044
592950,RED,1.8086,44.70020129565822,nan,nan,39.891305
592619,RED,2.467,45.25998265779617,nan,nan,43.094578
594084,RED,1.4707,44.32608374593799,nan,nan,42.69839
596663,RED,1.4523,44.89616442034275,nan,nan,42.762728
598007,RED,1.0142,44.793898074114914,nan,nan,42.382755
600601,RED,2.1755,45.43096998574431,nan,nan,43.250157
603779,RED,1.873,44.57022209862496,nan,nan,43.139075
608176,RED,3.4285,45.090524062041695,nan,nan,43.685678
611907,RED,1.6469,43.653326636670165,nan,nan,43.262055
614402,RED,2.066,45.031909820258264,-inf,-inf,-44.088001
617270,RED,0.263,41.943966934905546,nan,nan,40.890622
618028,RED,1.6187,45.049872237382,nan,nan,43.741141
617702,RED,3.5435,44.67956718474078,nan,nan,42.954841
618600,RED,1.7208,43.78940029549507,nan,nan,43.186938
624608,RED,2.565,44.75000373150882,nan,nan,43.34989
625792,RED,1.3987,44.80804447784765,nan,nan,42.51828
627449,RED,2.5529,45.104840315468635,nan,nan,43.571643
627823,RED,0.886,43.83652696531911,42.81999969482422,42.81999969482422,nan
631511,RED,1.5169,44.523225560816876,nan,nan,42.838026
634499,RED,1.9929,43.86913625577784,nan,nan,43.281187
637404,RED,1.6787,44.74710137301428,nan,nan,43.12813
639429,RED,1.0135,44.89315248904969,nan,nan,42.371599
640026,RED,1.9021,45.03515521725189,nan,nan,43.197278
643101,RED,0.844,44.22498080050242,nan,nan,41.049116
642407,RED,0.27,42.51579758098647,nan,nan,42.233159
645978,RED,0.26,42.30571053989174,nan,nan,40.267045
646790,RED,0.426,43.73403565404675,nan,nan,42.850309
646384,RED,1.497,44.02356891359495,nan,nan,41.511442
656427,RED,2.097,45.01059029613272,nan,nan,43.211073
664407,RED,1.2122,44.08845323646818,nan,nan,42.68168
666570,RED,1.6548,44.51355331989187,nan,nan,42.808547
668515,RED,1.835,44.55660999490349,nan,nan,43.176493
669251,RED,1.094,43.99605307035544,nan,nan,42.063089
670392,RED,1.9866,45.0139999443371,nan,nan,41.83363
670310,RED,1.8065,44.55332356105153,nan,nan,43.237624
672635,RED,2.528,44.283939095355635,nan,nan,43.458941
673600,RED,0.9281,44.99518173734413,nan,nan,42.337431
677506,RED,1.7469,44.454241061349954,nan,nan,43.165941
679317,RED,2.543,44.991895702022674,nan,nan,40.477693
679793,RED,1.4212,44.545652282700786,nan,nan,42.838026
681106,RED,0.246,43.13738237941345,nan,nan,40.956846
683931,RED,1.467,45.194822741210714,nan,nan,42.828535
686231,RED,0.3903,44.006421055913236,nan,nan,41.120425
690669,RED,1.834,45.44586461592164,nan,nan,43.068096
691473,RED,0.3851,44.032615981188286,nan,nan,41.154404
692950,RED,0.59,43.88977190549455,nan,nan,43.535465
692737,RED,2.8525,45.264111667080805,nan,nan,41.777698
693220,RED,1.8097,44.56465312376543,nan,nan,43.02402
698831,RED,1.8074,45.05382858319721,nan,nan,43.077384
700004,RED,1.15,44.316697185953046,nan,nan,42.56621
700458,RED,1.5927,44.42002797188038,nan,nan,42.89462
706011,RED,2.1681,45.016681345162084,nan,nan,42.537707
705542,RED,1.1895,44.7238592395456,nan,nan,43.336516
709504,RED,0.3786,42.421301969358076,nan,nan,41.366724
720095,RED,2.3197,45.22113511003261,nan,nan,43.336516
721789,RED,1.331,44.895258761076136,nan,nan,42.723784
726507,RED,1.8236,44.558974077931076,nan,nan,43.247467
732463,RED,2.7116,44.873773946204174,nan,nan,42.638725
732491,RED,1.565,44.41985445804858,nan,nan,42.898058
734276,RED,2.5673,45.28313977652249,nan,nan,42.722975
746850,RED,1.7381,44.819832455162924,nan,nan,42.999392
747295,RED,0.6639,43.969895480821215,nan,nan,41.954224
747850,RED,3.3893,44.86454056679721,nan,nan,43.729082
748479,RED,1.2446,43.99132898002228,nan,nan,42.714843
750927,RED,1.3017,44.40639549750959,nan,nan,42.673226
754996,RED,2.5094,45.440027006426874,nan,nan,43.63697
755554,RED,1.8619,44.61263970172395,nan,nan,43.02402
761586,RED,0.4257,43.596290409189564,nan,nan,41.471974
765901,RED,0.7301,43.18074090320797,nan,nan,40.704406
766678,RED,1.4501,44.73080844336484,nan,nan,42.762728
768071,RED,2.7729,44.62520074084809,nan,nan,42.714843
773923,RED,1.6272,44.862440624085494,nan,nan,41.656715
775958,RED,1.4535,44.9277758871359,nan,nan,42.866703
776479,RED,1.4079,43.97998279506947,nan,nan,42.690067
779075,RED,1.5394,45.3619147688894,nan,nan,42.873752
780916,RED,1.6965,44.245404568990466,nan,nan,42.762728
784193,RED,2.8311,45.20831369617023,nan,nan,43.560927
785831,RED,2.7494,44.90836000940409,nan,nan,43.516874
785995,RED,2.6822,45.30546728542648,nan,nan,43.41838
793374,RED,1.995,44.66866663443108,nan,nan,41.471974
795129,RED,0.3701,42.6043940013368,nan,nan,41.085355
797542,RED,4.2427,44.89031159574035,nan,nan,43.94362
799025,RED,3.9959,43.9857738644758,nan,nan,43.848919
803627,RED,1.4528,44.607174705775826,nan,nan,41.192541
803529,RED,0.3116,42.60324299480001,nan,nan,42.999392
804344,RED,1.317,44.066570578004274,nan,nan,42.240762
804380,RED,1.519,43.485892358544824,nan,nan,41.718834
806151,RED,1.8693,43.350329157398065,nan,nan,43.257215
809278,RED,0.736,43.808977326639614,42.85014549071285,42.59600067138672,nan
810210,RED,2.9358,44.002094280552114,nan,nan,42.360327
810667,RED,2.5724,44.8145288005922,nan,nan,43.332019
813637,RED,1.9393,43.98401661583883,nan,nan,42.928503
820694,RED,2.3874,44.78097227460059,nan,nan,43.442912
820975,RED,1.1208,44.542949767241964,nan,nan,42.314047
821415,RED,2.6557,45.049515228804,nan,nan,43.442912
826524,RED,2.307,45.16437647493589,nan,nan,43.405887
827594,RED,1.209,44.50348023762951,nan,nan,42.664704
831151,RED,4.153,44.924715990174974,nan,nan,43.931344
831543,RED,3.1519,44.68540673401314,nan,nan,43.640292
831841,RED,1.773,44.471484039307,nan,nan,42.815994
832262,RED,2.0107,44.853427504345944,nan,nan,43.117067
836198,RED,0.833,43.18230474321701,nan,nan,42.219082
837646,RED,1.3934,44.25796739501036,nan,nan,42.690067
840107,RED,0.5221,42.15045357428502,nan,nan,41.723057
841248,RED,0.7562,43.61073639257787,nan,nan,43.088878
841273,RED,2.9538,44.909033658674154,nan,nan,43.513114
842498,RED,3.0446,45.37269581084469,nan,nan,42.426278
842737,RED,1.426,43.784095160186645,nan,nan,43.524352
842140,RED,2.7759,44.98113844958546,nan,nan,43.513114
844527,RED,1.2433,44.50980210545686,nan,nan,42.731045
845256,RED,1.1416,42.903864879062596,nan,nan,42.93515
845473,RED,2.1067,44.87968710080598,nan,nan,43.247467
847062,RED,0.419,43.352142710407755,42.98484430581137,42.83100128173828,nan
848905,RED,2.3551,45.04929769866928,nan,nan,43.42251
852184,RED,1.2739,43.470325925125415,nan,nan,42.348939
852430,RED,1.9105,44.500356375313906,nan,nan,43.165941
852812,RED,3.1724,44.632530333539,nan,nan,43.620189
856938,RED,3.2686,45.4217814586772,nan,nan,43.640292
857299,RED,2.086,44.70120828663933,nan,nan,43.205475
858160,RED,2.9571,46.1884878873334,nan,nan,42.69839
863368,RED,1.2567,44.60510431847664,nan,nan,42.638725
865363,RED,1.871,43.22492780385122,nan,nan,43.197278
867476,RED,0.8431,44.39609358749682,nan,nan,42.07781
867695,RED,1.7719,45.25373641203104,nan,nan,43.036118
879229,RED,1.5641,43.731044368840436,nan,nan,41.544869
879816,RED,1.6425,42.87987368882423,nan,nan,42.980532
880811,RED,0.71,43.74042676161652,42.55308769203634,42.27899932861328,nan
882859,RED,2.7623,45.16142382730087,nan,nan,43.497932
887727,RED,0.0238,39.27009775469797,nan,nan,38.802841
888580,RED,4.3732,46.15975350016803,nan,nan,44.157505
892772,RED,0.5093,42.852986230433956,nan,nan,43.181729
897459,RED,1.7781,44.42828936653103,nan,nan,42.928503
897425,RED,1.8155,44.25807290247961,nan,nan,42.967765
903144,RED,1.9315,44.756892523757045,nan,nan,43.197278
905280,RED,3.0417,45.081363002162114,nan,nan,42.747005
905046,RED,1.7878,44.36061223996544,nan,nan,43.613397
906724,RED,1.755,45.07767441898127,nan,nan,42.974168
909582,RED,2.8485,44.85170974544536,nan,nan,42.714843
913622,RED,1.7477,45.83917770677016,nan,nan,42.986857
913642,RED,1.2647,43.375443602166186,nan,nan,42.302167
915296,RED,3.1716,45.33755184264673,nan,nan,43.701398
915575,RED,2.6399,44.91120775129018,nan,nan,43.446943
915786,RED,1.7952,44.69423065660158,nan,nan,42.967765
915891,RED,2.0579,45.1045931623408,nan,nan,43.212595
915907,RED,1.4163,45.05806690520594,nan,nan,42.68168
922605,RED,0.4495,42.22259800239242,nan,nan,41.154404
923134,RED,2.3685,44.988042519568985,nan,nan,43.117067
922752,RED,2.9634,44.74153197241178,nan,nan,43.380426
922845,RED,0.7051,43.84270329651086,nan,nan,43.578724
924433,RED,2.2927,44.794707986402905,nan,nan,43.542806
926246,RED,2.9313,44.7254388350984,nan,nan,42.793493
925835,RED,1.4874,44.54288062075066,nan,nan,43.578724
926334,RED,1.6954,44.93895449499743,nan,nan,42.961323
928212,RED,1.6813,44.67189832944524,nan,nan,42.88771
929598,RED,0.47,44.10272623533421,nan,nan,41.63522
930709,RED,2.4021,45.37895280369913,nan,nan,43.318406
931754,RED,0.7178,42.534972613385044,nan,nan,40.847045
932000,RED,2.5996,43.58121576763983,nan,nan,43.501749
932061,RED,3.667,45.86108159626187,nan,nan,43.779351
933351,RED,0.933,44.914875808061616,nan,nan,42.340896
934325,RED,1.7926,45.10438053532401,nan,nan,42.974168
937060,RED,2.0789,44.60098928820105,nan,nan,43.336516
937529,RED,3.2073,45.735743050121414,nan,nan,43.616799
940208,RED,2.4417,45.22448097270976,nan,nan,43.354309
941159,RED,1.2605,44.00869988057687,nan,nan,43.603121
940652,RED,2.9114,44.976139650849234,nan,nan,43.42251
942882,RED,1.7397,44.74038538969139,nan,nan,42.974168
947828,RED,3.2316,44.794439723123325,nan,nan,43.66648
951838,RED,3.0082,45.57645001838804,nan,nan,40.477693
953566,RED,2.5451,45.515449029184104,nan,nan,43.458941
959121,RED,3.2765,44.868037206039084,nan,nan,43.546457
958752,RED,3.2148,44.80105059434309,nan,nan,43.603121
960163,RED,1.4476,44.16129964053341,nan,nan,42.690067
960955,RED,3.1461,45.07345304375941,nan,nan,43.640292
961361,RED,2.3653,44.99312768705572,nan,nan,43.160623
962023,RED,2.4893,45.41438652732849,nan,nan,43.405887
962990,RED,1.4369,44.74573220513263,nan,nan,42.901484
965936,RED,1.2612,45.015692903077976,nan,nan,42.56621
966326,RED,1.7868,43.40232096304982,nan,nan,42.838026
966600,RED,2.1748,45.640257398848284,nan,nan,43.237624
967157,RED,0.2269,43.4836489775643,nan,nan,40.801606
967345,RED,2.0183,44.956433598530545,nan,nan,43.181729
969164,RED,1.9497,44.28135926735983,nan,nan,42.664704
970723,RED,2.0282,44.9436161354506,nan,nan,43.160623
971058,RED,1.4467,44.44003173941493,nan,nan,42.852462
976376,RED,2.3529,46.06022349974955,nan,nan,43.237624
977204,RED,2.683,45.1860237851115,nan,nan,43.426624
977394,RED,1.9349,44.85303409385497,nan,nan,43.083147
979382,RED,0.4952,42.968280082444714,nan,nan,41.496804
982199,RED,1.1409,44.07024642845249,nan,nan,41.758417
986430,RED,0.9415,44.087438616178524,nan,nan,42.350655
987184,RED,3.1081,44.45924556205262,nan,nan,43.787962
991379,RED,1.802,44.73090934841905,nan,nan,43.122613
1006168,RED,1.103,44.941712595797426,nan,nan,42.521216
1009161,RED,1.277,45.29821207442831,nan,nan,42.67915
1036028,RED,1.501,45.27352155841559,nan,nan,42.853178
1037829,RED,1.129,44.06867961489624,nan,nan,42.546337
1043803,RED,1.097,43.813672947164406,nan,nan,42.515335
1043926,RED,0.934,43.90511367838157,42.84278052733937,42.680999755859375,nan
100728,GRN,2.649,45.32017905204241,44.29383234542871,44.082000732421875,nan
110707,GRN,1.5,44.6223782776178,43.56818151931876,43.4379997253418,nan
123228,GRN,1.029,44.673647934645174,44.274845221338715,44.22600173950195,nan
143648,GRN,1.766,44.510855776364494,44.01100158691406,44.01100158691406,nan
145252,GRN,1.47,44.62404826754036,44.51484308510825,44.255001068115234,nan
149081,GRN,1.242,44.618606103634534,43.42300033569336,43.42300033569336,nan
150058,GRN,1.106,44.92174485155488,44.29484567910239,44.14500045776367,nan
150214,GRN,0.851,44.65997397023105,44.30484400063559,44.35499954223633,nan
155074,GRN,1.663,44.985653260090366,44.75484476357504,44.64099884033203,nan
161349,GRN,0.977,44.349320779755644,44.07484445839926,43.99300003051758,nan
164133,GRN,1.031,44.91245942155256,45.03484354287192,44.840999603271484,nan
166981,GRN,2.455,44.92147308897162,45.154842474756684,44.91699981689453,nan
167507,GRN,2.735,45.30585221936185,43.81654183154001,43.619998931884766,nan
167601,GRN,0.285,43.73829375997347,43.524845221338715,42.619998931884766,nan
169542,GRN,0.481,44.05183384648469,43.594844916162934,43.62200164794922,nan
172592,GRN,1.24,44.6345495359053,43.558998107910156,43.558998107910156,nan
172708,GRN,2.43,46.30854208835297,44.26346410421373,44.07099914550781,nan
174129,GRN,0.504,44.13773715170009,43.184845068750825,42.972999572753906,nan
177697,GRN,1.813,44.662429479239826,44.01932293449521,43.78200149536133,nan
178236,GRN,2.203,44.70590953248879,44.614845373926606,44.30500030517578,nan
179631,GRN,1.171,45.25445510619095,44.26484308510825,44.14899826049805,nan
189307,GRN,2.278,45.374313880048255,44.183998107910156,44.183998107910156,nan
191981,GRN,1.747,44.85613926095856,44.2048455265145,44.084999084472656,nan
192185,GRN,2.275,45.94565044745993,44.844844916162934,44.349998474121094,nan
192643,GRN,0.599,44.01863586764151,43.41484461098715,43.37099838256836,nan
193212,GRN,1.361,45.32533511641168,44.424842932520356,44.28200149536133,nan
200240,GRN,1.822,46.33604577463602,45.00484476357504,44.55699920654297,nan
201389,GRN,1.239,44.30667574252644,43.36267720319041,43.19900131225586,nan
201555,GRN,3.343,44.596129540346055,43.99113191565948,43.88600158691406,nan
202984,GRN,1.757,45.00790146733685,44.9748421695809,44.5880012512207,nan
205954,GRN,1.166,44.58045154214609,43.75594349186305,43.590999603271484,nan
