ID,GROUP,Z,LOG_LIR,LOG_LX_INT,LOG_LX,LOG_LXLIM,LOG_LXIR_THEORY,LOG_NH_THEORY,SIG_POS_THEORY,SIG_NEG_THEORY,LOG_LXIR_INTRIN,LOG_NH_INTRIN,SIG_POS_INTRIN,SIG_NEG_INTRIN,LOG_NH_COSMOS
616655,BLU,0.483,43.20221,43.35484,43.005,nan,43.08985,21.38436,5.2317,0.25832,43.35484,22.60841,1.16745,0.39784,22.118925744680332
616983,GRN,0.936,44.86435,43.97484,43.627,nan,44.45574,23.53285,0.31389,0.23108,43.97484,22.60206,1.13305,0.39673,22.071145257905485
617270,RED,0.263,41.94397,nan,nan,40.89062,42.03293,23.82961,0.21922,0.16572,42.03293,23.82961,0.22013,0.16614,nan
617286,BLU,1.024,43.95754,43.49484,43.121,nan,43.72434,23.2095,0.48737,0.30656,43.49484,22.68466,1.00233,0.38683,22.430880946827962
617702,RED,3.5435,44.67957,nan,nan,42.95484,44.33083,24.00794,0.20545,0.14486,44.33083,24.00794,0.20763,0.1457,nan
617775,GRN,1.406,44.94369,44.56484,44.443,nan,44.48747,21.19442,5.53875,0.16109,44.56484,21.56886,4.71298,0.31474,21.838851280764793
617853,BLU,1.657,44.144,44.06484,43.941,nan,43.88096,21.0,2.36743,0.0,44.06484,21.57931,4.40562,0.31885,22.59779384064758
618028,RED,1.6187,45.04987,nan,nan,43.74114,44.52995,23.48808,0.31422,0.24908,44.52995,23.48808,0.33224,0.24351,nan
618121,BLU,0.551,43.45626,43.58484,42.629,nan,43.30326,23.32233,0.41694,0.28348,43.58484,23.66457,0.24839,0.20274,22.520378695483895
618370,BLU,1.207,44.15462,44.05484,43.923,nan,43.88988,21.0,3.75439,0.0,44.05484,21.62114,4.28282,0.32814,23.63848924282553
618600,RED,1.7208,43.7894,nan,nan,43.18694,43.58309,22.75433,0.94234,0.38654,43.58309,22.75433,0.905,0.3862,nan
619550,GRN,1.729,45.07724,44.39484,44.18,nan,44.54089,22.64352,1.08401,0.39252,44.39484,22.05994,2.49229,0.3955,22.731185672213243
620323,GRN,1.72,44.61296,43.81206,43.673,nan,44.27489,23.2067,0.50291,0.30735,43.81206,21.65887,4.15312,0.33357,22.868644430350017
620652,BLU,0.367,42.41881,43.02485,42.885,nan,42.4318,21.0,0.0,0.0,43.02485,21.66296,3.8291,0.34198,23.810904246247194
621569,BLU,1.718,43.97023,44.65484,43.698,nan,43.73499,21.16169,5.0644,0.15029,44.65484,23.66561,0.25196,0.19962,23.62055243490919
621774,BLU,1.912,44.42293,44.67484,43.876,nan,44.11526,22.17885,2.16734,0.40135,44.67484,23.50187,0.31461,0.2406,22.454844912140594
622089,BLU,2.29,44.72576,44.11485,44.062,nan,44.36963,22.46733,1.3892,0.39864,44.11485,21.23102,5.71665,0.17663,21.322219630874116
622251,BLU,2.55,44.7996,43.7743,43.438,nan,44.42984,23.70188,0.23569,0.19095,43.7743,22.56539,1.19267,0.39826,23.999565487599263
622937,BLU,2.063,44.32943,43.727,43.727,nan,44.03672,22.47577,1.31182,0.40108,43.727,21.0,5.10479,0.00428,nan
623618,GRN,1.271,44.68116,44.02485,43.94,nan,44.33217,22.74288,0.97649,0.38342,44.02485,21.38433,5.1495,0.2535,21.518514156950275
623908,BLU,0.894,43.88429,44.05484,43.874,nan,43.6628,21.0,0.09585,0.0,44.05484,21.8822,3.01977,0.37799,21.77713671084391
624239,GRN,2.483,45.04371,44.44484,44.453,nan,44.52748,21.33399,5.28046,0.24105,44.44484,21.0,4.63169,0.0,22.478566813458517
624284,GRN,2.536,46.19822,43.595,43.595,nan,44.98929,24.02114,0.20914,0.14366,43.595,21.0,5.11611,0.0,nan
624526,GRN,0.882,44.39657,44.13484,44.171,nan,44.09312,21.0,1.85793,0.0,44.13484,21.0,3.54559,0.0,21.146128240843844
624608,RED,2.565,44.75,nan,nan,43.34989,44.39,23.75141,0.22038,0.17998,44.39,23.75141,0.21996,0.18162,nan
625004,GRN,2.485,45.62811,44.67484,43.762,nan,44.76124,23.70955,0.23188,0.18195,44.67484,23.62001,0.27203,0.21121,23.702430533021882
625047,BLU,2.547,45.45524,44.26851,44.063,nan,44.69209,23.25698,0.46243,0.29352,44.26851,22.0145,2.60748,0.3908,23.505149968687093
625595,BLU,0.665,43.76022,43.60484,43.599,nan,43.55858,21.0,3.4044,0.0,43.60484,21.02555,5.74165,0.00648,21.8316778178874
625774,BLU,2.164,44.38959,44.03484,43.943,nan,44.08725,21.68599,3.98154,0.34349,44.03484,21.4183,4.8535,0.27057,23.41995575521799
625792,RED,1.3987,44.80804,nan,nan,42.51828,44.43322,24.48081,0.79804,0.19511,44.43322,24.48081,0.75538,0.19114,nan
626120,BLU,1.722,44.11596,43.64044,43.45,nan,43.85741,22.78228,0.91103,0.38487,43.64044,21.93432,2.93387,0.38319,23.999565487599263
626509,BLU,2.53,44.31059,44.21119,43.873,nan,44.02089,21.705,3.62718,0.35148,44.21119,22.57139,1.23149,0.39645,23.155336030567756
626552,BLU,2.021,44.44982,43.77158,43.46,nan,44.13785,23.32753,0.41612,0.27369,43.77158,22.48328,1.26053,0.40212,23.305351386925135
627449,RED,2.5529,45.10484,nan,nan,43.57164,44.55193,23.68991,0.24734,0.19637,44.55193,23.68991,0.23559,0.19644,nan
627520,BLU,0.881,44.01126,43.23043,42.938,nan,43.76946,23.53567,0.31147,0.23239,43.23043,22.40587,1.48923,0.40309,23.195899615369065
627823,RED,0.886,43.83653,42.82,42.82,nan,43.62268,23.50585,0.32012,0.243,42.82,21.0,5.61459,0.007,nan
628179,BLU,1.041,43.5968,43.72143,43.423,nan,43.42131,21.0,5.2916,0.0045,43.72143,22.43013,1.40418,0.40285,nan
628213,BLU,1.514,43.90764,43.26,43.26,nan,43.68242,22.81956,0.8294,0.37627,43.26,21.0,5.47221,0.00749,22.169380486738522
628500,BLU,1.24,43.48903,43.60484,43.334,nan,43.33079,21.0,4.91118,0.0,43.60484,22.3186,1.72821,0.40227,23.20139712206835
629377,BLU,1.367,44.57198,43.8051,43.573,nan,44.24046,23.31249,0.41604,0.28686,43.8051,22.14399,2.21003,0.40096,22.96510754043883
629776,GRN,1.43,44.39856,44.45485,43.529,nan,44.09479,23.13686,0.53341,0.32001,44.45485,23.63349,0.26528,0.20092,23.618466488028066
629822,BLU,0.866,43.74268,43.35484,43.124,nan,43.54385,22.81318,0.87078,0.38143,43.35484,22.13785,2.31007,0.40149,nan
629988,BLU,1.661,44.43691,43.84484,43.679,nan,44.127,22.88312,0.78578,0.36488,43.84484,21.80074,3.54714,0.36438,22.401279868665174
629991,BLU,1.152,43.70008,43.604,43.604,nan,43.50806,21.0,1.29718,0.0,43.604,21.0,5.54475,0.00013,nan
630287,BLU,1.024,43.78415,43.62484,43.268,nan,43.57868,22.47965,1.25275,0.40186,43.62484,22.63065,1.07316,0.39451,22.769739088919277
630399,BLU,1.776,44.41903,43.5,43.5,nan,44.11198,23.22623,0.47106,0.30106,43.5,21.0,5.23076,0.0,nan
630435,GRN,2.174,45.04348,43.95485,43.787,nan,44.52739,23.41803,0.35588,0.25801,43.95485,21.81161,3.43799,0.36597,22.852480134541505
630484,GRN,1.433,44.80449,44.70485,44.552,nan,44.43179,21.0,1.03767,0.0,44.70485,21.7309,3.84137,0.35283,22.437751371233606
630503,GRN,0.697,44.12716,43.41476,43.096,nan,43.86682,23.46205,0.32926,0.24782,43.41476,22.50967,1.30633,0.40174,23.18184358860611
631014,BLU,0.934,44.07352,43.42484,43.386,nan,43.82176,22.85269,0.78287,0.37524,43.42484,21.1698,5.46122,0.13224,21.740362973244608
631272,GRN,2.454,44.99216,44.90484,44.006,nan,44.50686,23.01124,0.63744,0.34615,44.90484,23.6055,0.27365,0.20949,23.888179494912592
631339,GRN,2.45,45.9055,44.69484,44.48,nan,44.8722,22.74296,0.90766,0.38752,44.69484,22.05994,2.45359,0.39446,23.280578343513604
631511,RED,1.5169,44.52323,nan,nan,42.83803,44.19951,23.99732,0.20768,0.14272,44.19951,23.99732,0.20544,0.14523,nan
631720,BLU,1.886,44.29942,43.445,43.445,nan,44.01151,23.13826,0.55779,0.31315,43.445,21.0,5.23771,0.01133,21.9399682704979
632074,BLU,1.587,44.3594,43.26,43.26,nan,44.06189,23.50503,0.32027,0.2494,43.26,21.0,5.68427,0.00742,nan
632105,BLU,1.372,41.96905,43.528,43.528,nan,42.054,21.0,0.0,0.0,43.528,21.0,5.33779,0.0,nan
632339,GRN,2.673,45.06607,43.897,43.897,nan,44.53643,23.27193,0.45081,0.29017,43.897,21.0,5.04493,0.0,nan
632365,BLU,1.123,44.11434,44.10484,43.998,nan,43.85604,21.0,0.67774,0.0,44.10484,21.49115,4.67088,0.29833,22.78361772671534
632378,BLU,1.943,44.62083,44.27485,44.099,nan,44.2815,21.89119,3.21567,0.37584,44.27485,21.85506,3.10303,0.37432,22.373463679056535
632647,BLU,1.208,43.99242,44.05484,43.825,nan,43.75363,21.0,2.12909,0.0,44.05484,22.13298,2.19806,0.40238,23.7512791137707
633300,GRN,2.213,45.45321,45.17484,45.134,nan,44.69128,21.0,0.0,0.0,45.17484,21.17855,5.30474,0.15495,22.264581725561207
633412,BLU,1.455,43.78392,44.24484,44.182,nan,43.57849,21.0,0.0,0.0,44.24484,21.27747,5.33134,0.21483,23.016615501404406
633483,BLU,0.966,43.53406,43.05418,42.807,nan,43.36861,23.12877,0.56468,0.31677,43.05418,22.21743,1.85171,0.4039,22.133543851709184
633565,BLU,0.848,43.43715,43.62484,43.276,nan,43.28721,21.04898,5.63774,0.04655,43.62484,22.60524,1.08999,0.39461,21.462398559857323
634248,BLU,1.078,44.17338,43.63484,43.586,nan,43.90564,22.51247,1.24647,0.39961,43.63484,21.21352,5.46749,0.17206,22.026545518487886
634499,RED,1.9929,43.86914,nan,nan,43.28119,43.65007,22.66891,0.95199,0.39193,43.65007,22.66891,1.05495,0.39151,nan
634754,BLU,0.658,44.06063,43.63484,43.603,nan,43.81093,22.02627,2.5009,0.39331,43.63484,21.1392,5.52843,0.12777,22.851013602262498
635245,GRN,2.946,44.67494,44.23271,44.023,nan,44.32695,22.45243,1.40258,0.40142,44.23271,22.03496,2.57026,0.39353,23.63447723057696
635497,BLU,1.941,44.95277,44.72484,44.494,nan,44.49111,21.0,5.66427,0.0,44.72484,22.13785,2.13896,0.40226,21.968483721275824
635561,BLU,0.556,43.55541,43.21484,43.021,nan,43.38654,22.65828,1.00516,0.39339,43.21484,21.9528,2.79429,0.38689,23.828279557210003
635671,BLU,0.706,44.97717,44.54485,43.344,nan,44.50087,23.84074,0.21976,0.16418,44.54485,23.8744,0.21106,0.15833,23.06818584876995
635695,BLU,0.946,44.54085,43.66484,43.526,nan,44.21431,23.34267,0.39925,0.27058,43.66484,21.65772,3.88556,0.33998,nan
635784,GRN,2.2,44.91034,45.10484,43.675,nan,44.47413,23.50217,0.32138,0.24121,45.10484,24.04679,0.2096,0.14407,24.34433331966188
635862,GRN,0.55,44.37235,43.86485,43.623,nan,44.07277,22.88751,0.74694,0.36218,43.86485,22.19143,2.06541,0.40251,22.187238623670023
636013,BLU,1.242,43.94057,43.002,43.002,nan,43.71008,23.37127,0.38395,0.26916,43.002,21.0,5.37984,0.0,22.30971530346255
636324,GRN,2.71,44.90057,44.3131,44.124,nan,44.47023,22.59692,1.1646,0.39748,44.3131,21.92701,2.88166,0.38306,23.475671182616477
637114,BLU,0.943,43.57273,43.60484,43.429,nan,43.40109,21.0,3.89954,0.0,43.60484,21.85504,3.0682,0.37665,22.112604989487085
637404,RED,1.6787,44.7471,nan,nan,43.12813,44.38756,23.91923,0.22136,0.14822,44.38756,23.91923,0.22087,0.14827,nan
637635,BLU,1.839,44.60343,43.559,43.559,nan,44.26688,23.37099,0.38825,0.26649,43.559,21.0,5.55781,0.00151,23.056904834840893
637637,BLU,1.405,43.66634,43.64823,43.451,nan,43.47973,21.12559,5.43166,0.11264,43.64823,21.97117,2.66033,0.38927,nan
637663,BLU,0.711,43.63144,43.65484,43.409,nan,43.45041,21.18103,5.45504,0.15461,43.65484,22.21089,1.97857,0.40164,22.256886030789875
638494,BLU,2.39,44.43704,44.49484,44.321,nan,44.12712,21.0,0.22906,0.0,44.49484,21.84418,3.19161,0.3747,22.557049806722414
638527,BLU,1.414,43.35199,44.21484,44.312,nan,43.21567,21.0,0.0,0.0,44.21484,21.0,1.34794,0.0,22.41330012146057
639085,BLU,2.158,44.75329,43.778,43.778,nan,44.39276,23.2316,0.46248,0.3027,43.778,21.0,5.76325,0.0033,21.72427595038168
639096,BLU,2.09,44.66715,44.31484,44.13,nan,44.32041,21.93413,2.97321,0.38243,44.31484,21.90391,2.90917,0.38117,nan
639158,BLU,0.905,43.35687,43.52485,43.541,nan,43.21977,21.0,0.0,0.0,43.52485,21.0,4.17495,0.0,23.033423767586232
639400,BLU,2.063,44.72759,45.22484,43.944,nan,44.37118,22.83139,0.84168,0.37405,45.22484,23.93561,0.20656,0.14531,22.396199923443586
639429,RED,1.0135,44.89315,nan,nan,42.3716,44.46726,24.81777,0.21606,0.26151,44.46726,24.81777,0.21981,0.25815,nan
639552,BLU,1.029,43.97373,43.56484,43.024,nan,43.73793,23.37975,0.38869,0.26506,43.56484,23.08859,0.61022,0.3239,23.06505661500629
640026,RED,1.9021,45.03516,nan,nan,43.19728,44.52406,23.97076,0.19478,0.14758,44.52406,23.97076,0.20611,0.14466,nan
640145,GRN,2.944,45.96183,44.76484,44.33,nan,44.89473,23.13481,0.58861,0.32111,44.76484,22.85043,0.83117,0.37143,23.136086098045435
640360,GRN,1.638,45.21934,44.24484,44.074,nan,44.59773,23.05549,0.61598,0.33822,44.24484,21.82788,3.43509,0.36635,22.02530622282219
640443,GRN,1.064,44.45492,44.72484,44.083,nan,44.14213,21.25945,5.62599,0.19526,44.72484,23.27543,0.43744,0.29008,23.285107031296008
640492,BLU,0.902,44.03892,43.08295,42.835,nan,43.79269,23.66649,0.25581,0.19989,43.08295,22.22117,1.89184,0.40107,24.135180372830774
640623,BLU,1.373,42.35755,43.51484,43.08,nan,42.38034,21.0,0.0,0.0,43.51484,22.85043,0.81306,0.36963,22.178113226847817
641147,BLU,0.675,43.53097,43.48484,43.246,nan,43.36602,21.55933,4.3465,0.31795,43.48484,22.17682,2.21348,0.39955,21.47712141622706
641491,BLU,1.353,43.99996,43.126,43.126,nan,43.75997,23.26403,0.43661,0.29792,43.126,21.0,5.72744,0.00082,22.83429349456009
641847,GRN,1.433,44.78145,43.76484,43.37,nan,44.41641,23.75623,0.22651,0.18114,43.76484,22.75107,0.90075,0.38463,22.309630556640755
642185,BLU,0.678,43.88686,43.33484,43.01,nan,43.66496,23.29441,0.42461,0.28294,43.33484,22.529,1.24269,0.39839,23.40654016313099
642407,RED,0.27,42.5158,nan,nan,42.23316,42.51327,22.35606,1.62238,0.40128,42.51327,22.35606,1.66869,0.40342,nan
642536,BLU,2.464,45.01535,45.28484,44.974,nan,44.51614,21.0,0.0,0.0,45.28484,22.48031,1.32001,0.40138,nan
642649,BLU,1.697,44.17459,44.33881,44.087,nan,43.90666,21.0,0.29267,0.0,44.33881,22.23997,1.87489,0.40386,22.391711141091342
642834,BLU,1.216,44.04084,43.2935,42.889,nan,43.79431,23.6122,0.28019,0.20521,43.2935,22.77507,0.91005,0.38301,nan
643015,BLU,1.372,43.42432,44.13484,43.911,nan,43.27643,21.0,0.0,0.0,44.13484,22.10376,2.31317,0.39946,22.245258406057932
643101,RED,0.844,44.22498,nan,nan,41.04912,43.94898,25.0,0.0,0.0,43.94898,25.0,0.0,0.0,nan
643223,GRN,2.104,44.87673,44.20235,44.001,nan,44.46069,22.91216,0.75566,0.36244,44.20235,21.99356,2.73973,0.38739,23.367355913072082
643313,GRN,1.54,44.40226,43.635,43.635,nan,44.0979,22.92013,0.73856,0.36151,43.635,21.0,5.47916,0.01738,nan
643480,GRN,0.85,44.5862,44.23484,44.239,nan,44.2524,21.0586,5.30013,0.06314,44.23484,21.0,5.18412,0.0,21.113944313094546
643581,GRN,1.368,44.76122,43.566,43.3,nan,44.39942,23.79679,0.21889,0.1752,43.566,22.29903,1.81336,0.4034,23.340444110565905
643706,BLU,0.942,44.13566,43.269,43.269,nan,43.87396,23.21263,0.49855,0.30375,43.269,21.0,5.68595,0.03414,23.710117356241533
644023,BLU,1.689,44.66414,44.38484,44.332,nan,44.31788,21.0,4.69974,0.0,44.38484,21.231,5.46968,0.17236,22.457291344468025
644171,BLU,1.081,44.13793,43.77485,43.617,nan,43.87586,22.27015,1.86195,0.4027,43.77485,21.75729,3.57196,0.35806,nan
644795,GRN,1.841,45.02054,44.28484,44.055,nan,44.51821,22.92091,0.74816,0.36604,44.28484,22.13298,2.1278,0.40299,22.338457311186236
644854,BLU,2.649,44.83832,43.861,43.861,nan,44.44533,23.17272,0.54552,0.3079,43.861,21.0,5.5135,0.02046,22.468347371339725
645941,BLU,1.702,43.91018,44.31484,44.109,nan,43.68455,21.0,0.0,0.0,44.31484,22.0161,2.51147,0.39203,22.446490565061737
645944,BLU,0.731,44.05034,43.58484,43.525,nan,43.80229,22.34464,1.61165,0.40186,43.58484,21.26289,5.52996,0.20324,21.740364573513
645978,RED,0.26,42.30571,nan,nan,40.26705,42.3368,24.76462,0.29185,0.25462,42.3368,24.76462,0.31476,0.24728,nan
646384,RED,1.497,44.02357,nan,nan,41.51144,43.7798,25.0,0.0,0.21688,43.7798,25.0,0.0,0.21465,nan
646790,RED,0.426,43.73404,nan,nan,42.85031,43.53659,23.33973,0.39372,0.27153,43.53659,23.33973,0.41152,0.27396,nan
647123,BLU,1.125,43.91659,43.59484,43.455,nan,43.68993,22.15775,2.03667,0.40186,43.59484,21.66294,4.15777,0.33689,22.485011203025085
647413,BLU,1.95,44.72468,44.66484,43.929,nan,44.36873,22.86258,0.78663,0.3725,44.66484,23.41145,0.35156,0.25825,23.457881885738193
648114,GRN,2.522,45.44193,44.492,44.492,nan,44.68677,21.95784,2.69059,0.38795,44.492,21.0,5.29266,0.0003,nan
648173,GRN,1.843,44.66408,43.591,43.591,nan,44.31782,23.3984,0.38232,0.25793,43.591,21.0,5.09686,0.01351,nan
648670,BLU,2.101,45.08846,44.26484,44.165,nan,44.54538,22.70542,1.00706,0.38928,44.26484,21.45715,5.27113,0.27723,22.595606440816372
648762,GRN,2.937,46.11829,45.38484,45.174,nan,44.95731,21.0,0.08069,0.0,45.38484,22.04045,2.42003,0.39406,22.498034713557164
649286,BLU,0.476,43.5265,43.58484,43.161,nan,43.36226,21.99306,2.66426,0.38888,43.58484,22.82311,0.84843,0.37834,23.81822592321781
649850,BLU,3.641,45.37577,44.68196,44.468,nan,44.6603,21.94445,2.71776,0.38674,44.68196,22.05563,2.67987,0.39311,22.859738555483734
650197,BLU,1.704,44.13763,43.37806,43.239,nan,43.87561,23.26785,0.44069,0.29349,43.37806,21.65887,4.18986,0.33339,22.56232854698262
650453,BLU,0.874,43.76787,44.04485,43.891,nan,43.56501,21.0,0.0,0.0,44.04485,21.73613,3.67102,0.35301,21.81689061357924
650659,BLU,1.43,44.09539,43.96484,43.809,nan,43.84013,21.13609,5.79225,0.11914,43.96484,21.74657,3.75281,0.35527,21.855882406884263
650697,BLU,1.028,44.0177,44.14484,44.076,nan,43.77487,21.0,0.0,0.0,44.14484,21.30661,5.45862,0.21775,22.96222721143323
651523,BLU,2.123,44.16616,44.10484,43.908,nan,43.89958,21.0,4.97287,0.0,44.10484,21.96908,2.68699,0.38704,nan
652010,GRN,2.076,45.01956,44.39484,44.101,nan,44.51782,22.80566,0.8659,0.37445,44.39484,22.41158,1.48596,0.40313,22.41664311604028
653385,BLU,2.625,44.75296,43.685,43.685,nan,44.39249,23.37042,0.38488,0.2649,43.685,21.0,5.53804,0.00949,22.62347670035772
654576,GRN,1.099,44.67132,44.31484,44.246,nan,44.32391,21.35063,5.27399,0.24358,44.31484,21.30661,5.54212,0.21326,22.014058234956682
656275,BLU,3.101,44.81435,44.08718,43.84,nan,44.43574,23.1948,0.49843,0.30489,44.08718,22.21743,1.96086,0.40193,23.8293037834815
656427,RED,2.097,45.01059,nan,nan,43.21107,44.51423,23.95269,0.21016,0.14524,44.51423,23.95269,0.21071,0.1464,nan
656621,GRN,3.345,46.023,44.89484,44.786,nan,44.9192,21.62822,4.02076,0.33607,44.89484,21.50094,4.52828,0.29629,23.1242106634296
656926,BLU,1.626,44.80145,44.35484,44.082,nan,44.43058,22.60439,1.11955,0.39707,44.35484,22.32669,1.77089,0.40262,22.520352521363154
657027,BLU,1.831,44.89733,44.69484,44.489,nan,44.46893,21.0,4.07902,0.0,44.69484,22.01612,2.54044,0.39329,24.682576427176038
657703,GRN,2.748,45.08034,44.41484,43.997,nan,44.54213,23.09689,0.58481,0.32607,44.41484,22.8082,0.83238,0.37585,23.356962317804516
658065,BLU,1.215,43.9829,45.17484,43.386,nan,43.74564,22.63952,1.05949,0.39271,45.17484,24.33773,0.51598,0.16048,22.06818646729836
658690,BLU,1.307,44.3628,43.44378,43.32,nan,44.06475,23.42433,0.35569,0.25627,43.44378,21.57901,4.33046,0.31911,22.391570204394768
659751,BLU,1.191,43.95603,43.79485,43.578,nan,43.72306,21.69023,3.83359,0.34594,43.79485,22.06969,2.34863,0.39868,23.58092496296267
659773,BLU,0.955,43.00013,43.1863,43.04,nan,42.92011,21.0,0.97455,0.0,43.1863,21.6967,3.84427,0.34726,23.31597033393436
659778,BLU,0.934,43.50735,43.16905,42.759,nan,43.34617,23.17823,0.53257,0.31169,43.16905,22.78885,0.85,0.38353,22.553883007176985
660169,BLU,0.672,43.84525,43.46053,43.094,nan,43.63001,23.07924,0.60706,0.32644,43.46053,22.66143,1.03833,0.3919,22.87995555202443
661030,BLU,2.122,44.72795,44.41484,44.104,nan,44.37147,22.30499,1.8094,0.40084,44.41484,22.48031,1.3725,0.39783,22.58883174217433
661192,BLU,3.155,43.52025,44.61485,44.501,nan,43.357,21.0,0.0,0.0,44.61485,21.52708,4.62969,0.30828,23.039415722478527
661442,GRN,1.796,45.22915,44.89484,44.779,nan,44.60166,21.0,0.32103,0.0,44.89484,21.53753,4.43179,0.31183,21.653212824690808
661682,BLU,1.181,43.6232,43.82081,43.604,nan,43.44348,21.0,0.44901,0.0,43.82081,22.06952,2.52557,0.39561,22.301029986031168
662158,BLU,1.197,44.11991,43.35744,43.267,nan,43.86072,23.1909,0.50335,0.30605,43.35744,21.41151,4.90636,0.2685,23.04139267552541
662355,BLU,0.985,44.29397,43.90484,43.618,nan,44.00693,22.73259,0.95567,0.38972,43.90484,22.38328,1.55599,0.40117,22.608953711589045
662467,BLU,1.187,44.02251,43.96484,43.801,nan,43.77891,21.0,4.0754,0.0,43.96484,21.78988,3.63605,0.36108,21.778151534134008
662715,GRN,1.633,44.62002,44.1523,44.006,nan,44.28082,22.33466,1.60436,0.40177,44.1523,21.6967,3.78453,0.34771,22.872738813644922
663103,GRN,1.598,45.04457,45.19484,45.0,nan,44.52783,21.0,0.0,0.0,45.19484,21.95823,2.70072,0.38705,22.429590771205913
663168,BLU,0.88,44.03526,43.75484,43.186,nan,43.78962,23.21005,0.49884,0.30428,43.75484,23.14277,0.54929,0.32059,22.894869619705084
663565,BLU,1.463,44.61237,44.28484,43.638,nan,44.27439,23.26754,0.44065,0.29302,44.28484,23.28266,0.43157,0.28925,22.998520856795214
663735,GRN,3.178,45.51855,45.58484,44.101,nan,44.71742,23.23481,0.44864,0.29961,45.58484,24.08574,0.20305,0.14068,24.477105321254598
664330,BLU,2.897,44.30663,44.55484,44.153,nan,44.01757,21.0,0.73902,0.0,44.55484,22.76846,0.92509,0.38343,22.964448252540965
664407,RED,1.2122,44.08845,nan,nan,42.68168,43.8343,23.8375,0.2158,0.1664,43.8343,23.8375,0.21814,0.16846,nan
664975,BLU,1.456,43.48385,44.16484,43.787,nan,43.32643,21.0,0.0,0.0,44.16484,22.69737,0.99967,0.38975,22.24303840228977
665286,BLU,0.632,42.85126,43.12484,42.775,nan,42.79506,21.08769,5.33045,0.07905,43.12484,22.60841,1.13629,0.39453,23.01072386529988
665457,BLU,2.151,44.69956,44.43485,44.316,nan,44.34763,21.13827,5.47051,0.13003,44.43485,21.55319,4.10251,0.31806,22.693902726209103
665479,GRN,2.15,45.1844,44.79485,44.114,nan,44.58376,22.93717,0.71431,0.35846,44.79485,23.33187,0.40681,0.27803,23.214578920786842
665603,GRN,1.082,44.27852,43.67484,43.393,nan,43.99396,23.2049,0.51776,0.30508,43.67484,22.36306,1.63099,0.40395,22.735279422020632
666394,GRN,0.518,44.69455,44.18485,44.227,nan,44.34342,21.54053,4.5667,0.30985,44.18485,21.0,3.26294,0.0,21.725339821075856
666570,RED,1.6548,44.51355,nan,nan,42.80855,44.19138,24.01288,0.20881,0.14199,44.19138,24.01288,0.20341,0.14676,nan
666869,BLU,1.162,44.24065,44.26484,44.188,nan,43.96215,21.0,0.03291,0.0,44.26484,21.34546,5.06878,0.23938,22.828659885741743
666872,GRN,0.838,44.32287,44.09484,43.878,nan,44.03121,21.7328,3.58841,0.35521,44.09484,22.06969,2.48553,0.39663,22.000867684180232
667434,BLU,2.147,44.90795,43.85202,43.743,nan,44.47318,23.40325,0.36404,0.26217,43.85202,21.50186,4.73452,0.29904,22.017951045835883
667844,BLU,3.017,44.61125,44.92484,44.621,nan,44.27345,21.0,0.0,0.0,44.92484,22.45201,1.29484,0.40362,22.100380786703226
668515,RED,1.835,44.55661,nan,nan,43.17649,44.22755,23.75978,0.21465,0.17919,44.22755,23.75978,0.22149,0.18545,nan
668726,BLU,1.426,44.28482,43.80484,43.622,nan,43.99925,22.69546,1.04752,0.39164,43.80484,21.89305,2.77115,0.38268,23.102433690486755
669251,RED,1.094,43.99605,nan,nan,42.06309,43.75668,24.23707,0.35087,0.14146,43.75668,24.23707,0.34604,0.13775,nan
669348,BLU,0.829,43.81489,43.24484,42.921,nan,43.6045,23.33571,0.39971,0.27641,43.24484,22.52581,1.22358,0.40059,22.587081025103352
670126,BLU,1.593,44.64244,44.02485,43.588,nan,44.29965,23.37643,0.37554,0.26204,44.02485,22.8554,0.79982,0.37168,nan
670310,RED,1.8065,44.55332,nan,nan,43.23762,44.22479,23.69704,0.2394,0.19412,44.22479,23.69704,0.23587,0.19476,nan
670364,BLU,1.151,44.40671,43.225,43.225,nan,44.10164,23.58249,0.29251,0.21672,43.225,21.0,5.31913,0.02287,22.103803954654087
670392,RED,1.9866,45.014,nan,nan,41.83363,44.5156,25.0,0.0,0.0,44.5156,25.0,0.0,0.0,nan
670500,BLU,1.617,44.68775,43.95485,43.583,nan,44.33771,23.43874,0.362,0.25552,43.95485,22.67831,1.0162,0.39295,21.949390834307387
670725,BLU,2.59,44.55701,44.02,44.02,nan,44.22789,22.02607,2.44555,0.39467,44.02,21.0,5.32771,0.0,23.999565487599263
670749,BLU,0.607,43.69613,43.34484,43.113,nan,43.50474,22.74153,0.96458,0.38692,43.34484,22.14274,2.13697,0.40322,21.92941969843618
671263,BLU,1.432,44.60508,44.39484,44.265,nan,44.26826,21.01426,5.73568,0.02364,44.39484,21.61069,4.00315,0.32803,nan
671381,BLU,2.215,44.84597,44.14261,43.771,nan,44.44839,23.32686,0.44154,0.28205,44.14261,22.67756,1.02072,0.38874,22.29666517272614
671978,BLU,1.103,43.83539,43.01091,42.914,nan,43.62172,23.37076,0.39461,0.2627,43.01091,21.44291,5.07227,0.27325,21.903090056817096
672158,GRN,1.113,44.04788,43.34484,43.287,nan,43.80022,23.03515,0.60811,0.33935,43.34484,21.2532,5.46554,0.18309,22.576226129166038
672635,RED,2.528,44.28394,nan,nan,43.45894,43.99851,23.08612,0.59498,0.33314,43.99851,23.08612,0.59358,0.33209,nan
